PeopleInterested,audiobookPrice,author,category,ebookPrice,paperPrice,publisher,score,title
,,Katzenmark Andrzej,Kryminał,"28,00",,Novae Res,,Nie wypłyniesz poza swoją odyseję 
,,Zygmunt Zeydler-Zborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Kryminał. Proszę nikogo nie winić 
,,Grzegorz Kozłowski,Kryminał,"10,25",,Wydawnictwo e-bookowo,,Tylko polskie wino 
,,Zygmunt Zeydler-Zborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Kryminał. Spacer po suficie 
,,Zygmunt Zeydler-Zborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Kryminał. Śpiewający żółw 
,,Zygmunt Zeydler-Zborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Kryminał. Akcja Rudolf 
,,Joseph Smith Fletcher,Kryminał,"16,90",,Wydawnictwo LTW,,Kryminał. Tajemnica dworu Markenmore 
,,Jacek Brzozowski,Kryminał,"15,36",,Wydawnictwo e-bookowo,,W oczach jej błękitu 
,,Marek Kwiatkowski,Kryminał,"17,90",,O-press,,"Riders on the Storm, czyli randka z diabłem... "
,,Johnny Walker,Kryminał,"5,01",,Johnny Walker,,Koledzy 
,"44,90",Mons Kallentoft,Kryminał,"37,90",,Rebis,,Pocałunek kata 
,,Jason Goodwin,Kryminał,"28,90",,12 Posterunek,,Drzewo Janczarów 
,,Zygmunt Zeydler-Zborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Kryminał. Dr Orłowski prowadzi śledztwo 
,,Marcel Allain,Kryminał,"25,00",,Studio Emka,,Fantomas. Zagubiony pociąg 
,,Tomasz Szlijan,Kryminał,"10,25",,Wydawnictwo e-bookowo,,Dlaczego 
,,Barbara Gordon,Kryminał,"12,99",,Saga Egmont,,Filiżanka czarnej kawy 
,,Tadeusz Dołęga-Mostowicz,Kryminał,"17,03",,Heraclon International,,Ostatnia brygada 
,,Ewa Kisilewicz,Kryminał,"17,90",,Psychoskok,,Lola 
,,Piotr Rowicki,Kryminał,"25,00",,Oficynka,,Fatum 
,,Arthur Conan Doyle,Kryminał,"5,25",,Armoryka,,Pusty dom. The Adventure of the Empty House 
,,Dominik Popek,Kryminał,"22,00",,Novae Res,,Uciążliwi 
,,Rafał Wałęka,Kryminał,"10,25",,Wydawnictwo e-bookowo,,Syzyfowa zemsta 
,,Barbara Gordon,Kryminał,"12,99",,Saga Egmont,,Błąd porucznika Kwaśniaka 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Całe zdanie nieboszczyka 
,,Marian Kowalski,Kryminał,"14,90",,RW2010,,Strażnicy zmarłych 
,,Arthur Conan Doyle,Kryminał,"16,99",,SMPB,,Pies Baskervillów 
,"39,90",Anthony Horowitz,Kryminał,"33,90",,Rebis,,Morderstwa w Somerset 
,,Tomasz Białkowski,Kryminał,"21,29",,Heraclon International,,Powróz 
,,Conrad Joseph,Kryminał,"14,49",,Avia-Artis,,Tajny agent 
,,Isabel Guerra,Kryminał,"16,46",,Ridero,,Wyspa lalek 
,,Victor Ast,Kryminał,"11,95",,Wydawnictwo e-bookowo,,W matni. Cztery dni we Frankfurcie nad Menem 
,,Andrzej Boruszewski,Kryminał,"8,54",,Wydawnictwo e-bookowo,,The Łoś 
,,Grzegorz Majewski,Kryminał,"34,99",,Genius Creations,,Pętla 
,"34,90",Anthony Horowitz,Kryminał,"29,90",,Rebis,,Pogrzeb na zamówienie 
,,Isabel Guerra,Kryminał,"20,19",,Ridero,,Morderstwa na Otis Street 
,,Rafał Wałęka,Kryminał,"8,54",,Wydawnictwo e-bookowo,,Więzień zemsty 
,,Barbara Gordon,Kryminał,"12,99",,Saga Egmont,,Bez atu 
,"24,00",Zygmunt Zeydler-Zborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Szantaż 
,,Piotr Trębacz,Kryminał,"19,00",,Novae Res,,Zacznijmy od końca 
,,Kinga Trześniowska,Kryminał,"16,90",,Psychoskok,,Na krawędzi  światów 
,,Tomasz Szulżycki,Kryminał,"16,90",,Psychoskok,,Insygnia nocy 
,,Arthur Conan Doyle,Kryminał,"5,25",,Armoryka,,Skandal w księstwie O***. A Scandal in Bohemia 
,,Viktoria Korb,Kryminał,"20,42",,Lissner Studio,,Śmierć naukowca 
,,Arthur Conan Doyle,Kryminał,"5,25",,Armoryka,,Rytuał Musgrave’ów. The Adventure of the Musgrave Ritual 
,"33,00",Olga Rudnicka,Kryminał,"32,90",,Prószyński i S-ka,,Drugi przekręt Natalii 
,"39,90",Bronisław Wildstein,Kryminał,"32,00",,Zysk i S-ka,,Dom wybranych 
,,Arthur Conan Doyle,Kryminał,"4,73",,Armoryka,,Człowiek z blizną. The Man with the Twisted Lip 
,,Martin Amis,Kryminał,"31,90",,Rebis,,Strefa interesów 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Wszyscy jesteśmy podejrzani 
,,Paweł Jaszczuk,Kryminał,"32,00",,Oficynka,,Ochronka Anioła Stróża 
,,Agata Maria Szmajda,Kryminał,"5,00",,My Book,,W uścisku zła 
,,"Janette Oke, Davis Bunn",Kryminał,"39,99",,PSALM18.PL Daniel Wołochowicz,,Ukryty Płomień - Kroki Wiary #2 (tom 2 Śledztwo Setnika) 
,,Nele Neuhaus,Kryminał,,,Media Rodzina,,Dzień Matki 
,,Barbara Gordon,Kryminał,"12,99",,Saga Egmont,,Dolina nocy 
,"27,90",Stefania Jagielnicka Kamieniecka,Kryminał,"17,90",,Psychoskok,,Przechytrzyć Pana Boga 
,,Arthur Conan Doyle,Kryminał,"4,20",,Armoryka,,Przygoda trzech Garridebów. The Adventure of the Three Garridebs 
,"24,90",Malcolm Lowry,Kryminał,"29,90",,Rebis,,Pod wulkanem 
,,Borowiecki Adam,Kryminał,"19,00",,Novae Res,,Poddasze 
,,Jakub Przymęcki,Kryminał,"17,90",,Psychoskok,,Na kolanach 
,,Wojciech Pietrzak,Kryminał,"16,65",,Psychoskok,,Hexa 
,,Arthur Conan Doyle,Kryminał,"5,25",,Armoryka,,Odcięty palec. The Adventure of the Engineer’s Thumb 
,,"James , Marshall Patterson,Karp",Kryminał,"24,99",,HarperCollins,,Czerwony alarm 
,,David Weber,Kryminał,"39,90",,Rebis,,Fundamenty piekła drżą 
,,Olga Rudnicka,Kryminał,"33,00",,Prószyński i S-ka,,Granat poproszę 
,,Philip K. Dick,Kryminał,"39,90",,Rebis,,Kopia ojca 
,,Zygmunt Zeydler-Zborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Kryminał. Spotkanie w Montevideo 
,,Arthur Conan Doyle,Kryminał,,,Masterlab,,Przygoda trzech Garridebów 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Zwyczajne życie 
,,Barbara Gordon,Kryminał,"24,99",,Saga Egmont,,Spotkanie pod zegarem 
,,Oscar Szerkus,Kryminał,"29,00",,Novae Res,,Nocne oświetlenie pola bitwy 
,,Olga Rudnicka,Kryminał,"33,00",,Prószyński i S-ka,,Życie na wynos 
,,Leblanc Maurice,Kryminał,"18,74",,Heraclon International,,Przypływ 
,,Olga Rudnicka,Kryminał,"33,00",,Prószyński i S-ka,,Do trzech razy Natalie 
,,Aldona Antczak,Kryminał,"29,00",,Novae Res,,Pentimento 
,,Marcin Legawiec,Kryminał,"19,90",,Psychoskok,,Dream 
,,Magda Durda,Kryminał,"32,00",,Oficynka,,Rejestr złoczyńców 
,,Arthur Conan Doyle,Kryminał,"5,25",,Armoryka,,Złośliwy figiel. The Adventure of the Norwood Builder 
,,Józef Jeremski,Kryminał,"17,03",,Heraclon International,,Zezowate oko 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Boczne drogi 
,,Barbara Gordon,Kryminał,"19,99",,Saga Egmont,,Waza króla Priama 
,,David Weber,Kryminał,"39,90",,Rebis,,Niczym potężna armia 
,,Leblanc Maurice,Kryminał,"21,29",,Heraclon International,,Arsene Lupin Hrabina Cagliostro 
,,Joseph Smith Fletcher,Kryminał,"16,90",,Wydawnictwo LTW,,Kryminał. Kobieta o dwóch nazwiskach 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Studnie przodków 
11,,Lee Child,Kryminał,"31,90",,Wydawnictwo Albatros,,Jack Reacher. Siła perswazji 
,,Hugo Bettauer,Kryminał,"24,23",,Ridero,,Prawo pięści 
,,Stanisław Antoni Wotowski,Kryminał,"17,03",,Heraclon International,,Czarny adept 
,,Arthur Conan Doyle,Kryminał,"2,99",,Liber Electronicus,,Pies Baskerville’ów 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Kocie worki 
,,Leblanc Maurice,Kryminał,"12,60",,Armoryka,,Złoty trójkąt. Le Triangle d’or. The Golden Triangle 
,,J. D. Robb,Kryminał,,,Prószyński i S-ka,,Pożądanie i śmierć 
,,Isabel Guerra,Kryminał,"16,46",,Ridero,,Powrót Diabła z Camarro 
,,Isabel Guerra,Kryminał,"16,46",,Ridero,,"Nie pytajcie, dlaczego zabiłem "
,,Walery Przyborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Sensacje z dawnych lat. Szkielet w domu 
,,Wojciech Kryska,Kryminał,"12,00",,Wydawnictwo e-bookowo,,Pułapka na minotaury 
,,Waldemar „Zajonc” Panek,Kryminał,"20,49",,Dlaczemu,,Targi z Bogiem 
,"42,90",Mons Kallentoft,Kryminał,"34,90",,Rebis,,Zapach diabła 
,,Stanisław Antoni Wotowski,Kryminał,"17,03",,Heraclon International,,Niebezpieczna kochanka 
,,Lena Borwic,Kryminał,"14,05",,Ridero,,Obsesja Apolla 
,,Joseph Smith Fletcher,Kryminał,"16,90",,Wydawnictwo LTW,,Kryminał. Brylant śmierci 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Byczki w pomidorach 
,,Jacek Y. Łuczak,Kryminał,"10,25",,Wydawnictwo e-bookowo,,Tylko nie śpij 2 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Romans wszech czasów 
,,Isabel Guerra,Kryminał,"16,46",,Ridero,,Diabeł z Camarro 
,,Olga Rudnicka,Kryminał,"29,90",,Prószyński i S-ka,,Martwe jezioro 
,,Mons Kallentoft,Kryminał,"33,90",,Rebis,,Malin Fors. Jesienna sonata 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Przeklęta bariera 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Klin 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Nawiedzony Dom 
,,Arthur Conan Doyle,Kryminał,"5,99",,Saga Egmont,,Tajemnicze morderstwo nad jeziorem 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Krokodyl z kraju Karoliny 
,,Wiesław Rybski,Kryminał,"24,00",,Poligraf,,Zabójczy trop 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Dzikie białko 
,,Józef Jeremski,Kryminał,"17,03",,Heraclon International,,Tajemnica komisarza policji 
,,Piotr Lipka,Kryminał,"6,06",,Ridero,,Czas ognia 
,,Walery Przyborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Sensacje z dawnych lat. Szkielet na Lesznie 
,,Patryk Bochniak,Kryminał,"16,62",,Ridero,,Kwartet kryminalny 
,,Walery Przyborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Sensacje z dawnych lat. Liść akacji 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Większy kawałek świata 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Wielkie zasługi 
,,Barbara Gordon,Kryminał,"24,99",,Saga Egmont,,"Czy pan istnieje, panie mecenasie? "
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,(Nie)Boszczyk mąż 
,,Mons Kallentoft,Kryminał,"33,90",,Rebis,,Malin Fors. Zło budzi się wiosną 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Szajka bez końca 
,,Arkadiusz Moszczyński,Kryminał,"11,00",,My Book,,Kosmiczny klejnot 
,,Borowiecki Adam,Kryminał,"27,00",,Novae Res,,Planeta Kapri 
,,Walery Przyborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Sensacje z dawnych lat. W Lasku Bielańskim 
,,Mons Kallentoft,Kryminał,"33,90",,Rebis,,Malin Fors. Piata pora roku 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Ślepe szczęście 
,,Paweł Izydorczyk,Kryminał,"8,54",,Wydawnictwo e-bookowo,,Ślęczenie na balkonie 
,,Laura Ruby,Kryminał,"29,90",,Rebis,,Zapadła dziura Bone Gap 
,,Nele Neuhaus,Kryminał,,,Media Rodzina,,Wśród rekinów 
,,Dagmara Andryka,Kryminał,,,Prószyński i S-ka,,"Trąf,trąf misia bela "
,,Stanisław Antoni Wotowski,Kryminał,"17,03",,Heraclon International,,Półświatek 
,,Walery Przyborowski,Kryminał,"16,90",,Wydawnictwo LTW,,Sensacje z dawnych lat. Noc z 3 na 4 grudnia 
,,Kamil Drążkiewicz,Kryminał,"15,90",,Psychoskok,,Niezapomniany 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Upiorny legat 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,2/3 sukcesu 
,,Małgorzata Starosta,Kryminał,,,Wydawnictwo Vectra,,Pruskie baby 
,,Barbara Gordon,Kryminał,"24,99",,Saga Egmont,,"Dwaj panowie w ""Zodiaku"" "
,,Craig Russell,Kryminał,"42,00",,Prószyński i S-ka,,Czynnik diabła 
,,Stanisław Antoni Wotowski,Kryminał,"17,03",,Heraclon International,,Rycerze mroku 
,,Stanisław Antoni Wotowski,Kryminał,"17,03",,Heraclon International,,Ofiary półświatka 
,,Olga Rudnicka,Kryminał,"29,90",,Prószyński i S-ka,,Czy ten rudy kot to pies? 
,"39,90",Mons Kallentoft,Kryminał,"33,90",,Rebis,,Łowcy ognia 
,,Elisabeth Herrmann,Kryminał,,,Prószyński i S-ka,,Wioska morderców 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Bułgarski bloczek 
,,Alex Sinclair,Kryminał,"38,00",,Prószyński i S-ka,,Szóste piętro 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - 21 opowiadań na motywach scenariuszy serialu 07 zgłoś się 
,,Konrad Szołajski,Kryminał,,,Arbitror,,Zlecenie: Walka z szatanem 
,,Zygmunt Miłoszewski,Kryminał,"38,33",,Monodia Studio,,Gniew 
,,Bernadeta Prandzioch,Kryminał,"34,90",,Rebis,,Tabu 
,,Jeffrey Archer,Kryminał,"39,90",,Rebis,,Dzieło przypadku 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Drugi wątek 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Major opóźnia akcję. Tom 1 
,,Barbara Gordon,Kryminał,"24,99",,Saga Egmont,,Gwiazdy na ziemi 
,,Jessica Vallance,Kryminał,"38,88",,Prószyński i S-ka,,Zaufaj jej 
,,Arthur Conan Doyle,Kryminał,,,Rea-SJ,,Księga wszystkich dokonań Sherlocka 
,,Jacek Getner,Kryminał,,,Wydawnictwo Zakładka,,Pan Przypadek i korpoludki 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Wielki Diament 1 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Jak wytrzymać ze współczesną kobietą 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Rzeź bezkręgowców 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Najstarsza prawnuczka 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Harpie 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Porwanie 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Wszelki wypadek 
,,Mons Kallentoft,Kryminał,"39,90",,Rebis,,Krzyk do nieba 
,,Jacek Getner,Kryminał,"31,92",,Wydawnictwo Zakładka,,Pan Przypadek i cykliści 
,,Piotr Borlik,Kryminał,,,Prószyński i S-ka,,Cykl z Agatą Stec. Białe kłamstwa 
,,Lina Bengtsdotter,Kryminał,"41,90",,Burda Książki,,Obca 
,,Arthur Conan Doyle,Kryminał,,,Wymownia,,Z przygód Sherlocka Holmesa. Liga czerwonowłosych. Wydanie dwujęzyczne 
,,Tove Alsterdal,Kryminał,"31,90",,Akurat,,Weź mnie za rękę 
,,Jacek Getner,Kryminał,,,Wydawnictwo Zakładka,,Pan Przypadek i Celebryci 
,,Jacek Getner,Kryminał,,,Wydawnictwo Zakładka,,Pan Przypadek i Trzynastka 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Krętka Blada 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Zbieg okoliczności 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Trudny trup 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Tajemnica 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Krowa niebiańska 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Florencja córka diabła 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Dwie głowy i jedna noga 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Skarb 
,,Janusz Brzozowski,Kryminał,,,Wydawnictwo e-bookowo,,Sen 
,,S. K. Tremayne,Kryminał,,,Czarna Owca,,Bliźnięta z lodu 
,,Arthur Conan Doyle,Kryminał,,,Saga Egmont,,Przygody Sherlocka Holmesa 
,,Przemysław Semczuk,Kryminał,"34,90",,Rebis,,To nie przypadek 
,,Jacek Getner,Kryminał,,,Wydawnictwo Zakładka,,Podejrzany na wieki wieków 
,,Michał Bednarski,Kryminał,"24,99",,Witanet,,Wbrew sobie 
,,Jacek Getner,Kryminał,,,Wydawnictwo Zakładka,,Pan Przypadek i kryminaliści 
,,Zbigniew Wojtasiński,Kryminał,,,Wydawnictwo Z/W ,,Kod śmierci 
,,Jan Grzegorczyk,Kryminał,,,Heraclon International,,Jezus z Judenfeldu. Alpejski przypadek księdza Grosera 
,,Arthur Conan Doyle,Kryminał,,,Rea-SJ,,Znak czterech 
,,Marcin Grygier,Kryminał,,,Prószyński i S-ka,,Nie patrz w tamtą stronę 
,,Jacek Getner,Kryminał,,,Wydawnictwo Zakładka,,Pan Przypadek i fioletowoskórzy 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Złota mucha 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Zapalniczka 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Pech 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Wyścigi 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Duża Polka 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Gwałt 
,,Iga Karst,Kryminał,,,Sensacje XX Wieku,,Gdyby on tu był 
,,Reich Aldona,Kryminał,,,Wydawnictwo Vectra,,Bebok 
,,Zuzanna Wittner,Kryminał,"40,00",,Rozpisani.pl,,Droga do Little Star 
,,Rafał Dębski,Kryminał,,,Saga Egmont,,Żelazne kamienie 
,,Karen M. McManus,Kryminał,,,Prószyński i S-ka,,Dwoje dochowa tajemnicy 
,"19,99",Barbara Gordon,Kryminał,"9,99",,Saga Egmont,,Adresat nieznany 
,,Tomasz Biedrzycki,Kryminał,,,Saga Egmont,,Dziecięca aukcja 
,,Inger Gammelgaard Madsen,Kryminał,"4,99",,Saga Egmont,,Płomienie winy: część 1 
,,Leo Belmont,Kryminał,,,Saga Egmont,,Diablica 
,,Arthur Conan Doyle,Kryminał,,,Wymownia,,Z przygód Sherlocka Holmesa. Tłumacz grecki. Wydanie dwujęzyczne 
,,Jacek Getner,Kryminał,,,Wydawnictwo Zakładka,,Pan Przypadek i kobietony 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Major opóźnia akcję (Tom 1) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Hieny (Tom 14) 
,,Arthur Conan Doyle,Kryminał,"24,99",,Saga Egmont,,Wspomnienia Sherlocka Holmesa 
,,Inger Gammelgaard Madsen,Kryminał,"4,99",,Saga Egmont,,Płomienie winy: część 6 
,,Inger Gammelgaard Madsen,Kryminał,"4,99",,Saga Egmont,,Płomienie winy: część 5 
,,Inger Gammelgaard Madsen,Kryminał,"4,99",,Saga Egmont,,Płomienie winy: część 4 
,,Inger Gammelgaard Madsen,Kryminał,"4,99",,Saga Egmont,,Płomienie winy: część 2 
,,Inger Gammelgaard Madsen,Kryminał,"4,99",,Saga Egmont,,Płomienie winy: część 3 
,,Henryk Nagiel,Kryminał,,,Saga Egmont,,Sęp 
,,Aleksander Błażejowski,Kryminał,,,Saga Egmont,,Walizka P. Z. 
,,Aleksander Błażejowski,Kryminał,,,Saga Egmont,,Tajemnica doktora Hiwi 
,,Wladyslaw Grajnert,Kryminał,,,Saga Egmont,,Zbrodniarz. Romans z życia warszawskiego 
,,J.D. Barker,Kryminał,,,Czarna Owca,,Czwarta małpa 
,,Adrianna Meisnerowicz,Kryminał,,,Ridero,,Zatrzymanie 
,,Nir Herzoni,Kryminał,,,Media Rodzina,,Trzy koperty 
,,Arthur Conan Doyle,Kryminał,,,Wymownia,,Z przygód Sherlocka Holmesa. Pstra wstęga. Wydanie dwujęzyczne 
,,Arthur Conan Doyle,Kryminał,,,Wymownia,,Z przygód Sherlocka Holmesa. Panowie z Reigate. Wydanie dwujęzyczne 
,,Adrian Ciepał,Kryminał,,,Ridero,,Tajemnice życia nastolatek 
,,Jan Ali,Kryminał,,,Maru House,,Upadek. Trylogia Wojna. Część 2 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Wagon pocztowy (Tom 11) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Grobowiec rodziny von Rausch (Tom 10) 
,,Arthur Conan Doyle,Kryminał,,,Rea-SJ,,Dziennki Sherlocka Holmesa 
,,Arthur Conan Doyle,Kryminał,,,Rea-SJ,,Studium w szkarłacie 
,,Arthur Conan Doyle,Kryminał,,,Wymownia,,Groźny cień. Wydanie dwujęzyczne angielsko-polskie 
,,Arthur Conan Doyle,Kryminał,,,Wymownia,,Znamię czterech. Wydanie dwujęzyczne angielsko-polskie 
,,Jacek Getner,Kryminał,,,Wydawnictwo Zakładka,,Pan Przypadek i mediaktorzy 
,,Edgar Allan Poe,Kryminał,"11,20",,Masterlab,,Czarny kot 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Mnie zabić 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Jeden kierunek ruchu 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Babski motyw 
,,Arthur Conan Doyle,Kryminał,,,Psychoskok,,Szerlok Holmes i jego przygody. Centkowana wstęga 
,,Arthur Conan Doyle,Kryminał,,,Psychoskok,,Szerlok Holmes i jego przygody. Pięć pestek z pomarańczy 
,,Gaston Leroux,Kryminał,,,Armoryka,,Tajemnica żółtego pokoju 
,,Maciej Żurawski,Kryminał,"31,00",,Liberum Verbum,,Molo śmierci 
,,Lotte Petri,Kryminał,,,Saga Egmont,,Black notice: część 3 
,,Lotte Petri,Kryminał,,,Saga Egmont,,Black notice: część 2 
,,Lotte Petri,Kryminał,,,Saga Egmont,,Black notice: część 1 
,,Amy Gentry,Kryminał,"39,99",,Prószyński i S-ka,,Kto się śmieje ostatni 
,,Andrzej Marceli Cisek,Kryminał,,,Bernardinum,,Nieludzka ziemia w oczach dziecka 
,,Olga Rudnicka,Kryminał,,,Prószyński i S-ka,,Cykl o Nataliach. Do trzech razy Natalie 
,,Arthur Conan Doyle,Kryminał,,,Armoryka,,Skórzany lejek. The Leather Funnel 
,,Tomasz Biedrzycki,Kryminał,,,Saga Egmont,,Rodzinna wendeta 
,,Arthur Conan Doyle,Kryminał,,,Rea-SJ,,Ostatni ukłon 
,,Erika Kirke,Kryminał,,,Red book,,Zabójczy pocałunek 
,,Joanna Szwechłowicz,Kryminał,"32,00",,Prószyński i S-ka,,Siła wyższa 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Dlaczego pan zabił moją mamę?. Tom 8 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Depozyt 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Brudna sprawa. Tom 7 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. 300 tysięcy w nowych banknotach. Tom 4 
,,Michał Rozkrut,Kryminał,,,Manufaktura Słów,,Pułapka rajskiej wyspy 
,,Merissa Merico,Kryminał,,,Amber,,Księżniczka mafii 
,,Sharon Bolton,Kryminał,,,Amber,,Blizna / Już jesteś martwa 
,,Arnold Thomas,Kryminał,,,Wydawnictwo Vectra,,Substancja czynna 
,,Iga Karst,Kryminał,,,Szara Godzina,,Pensjonat Biały Dwór Tom 2. Afrykański klucz 
,,Sobczak Maciej,Kryminał,,,Poligraf,,Dramaty 
,,Krzysztof Beśka,Kryminał,,,Oficynka,,Konstelacja zbrodni 
,,Dulewicz Joanna,Kryminał,,,Czwarta Strona,,Zakłamani 
,,Simon Beckett,Kryminał,,,Czarna Owca,,Wołanie grobu 
,,Higgins Clark Mary,Kryminał,,,Prószyński Media,,Mam na ciebie oko 
,,Jens Henrik Jensen,Kryminał,,,Helion,,Lupus 
,,Bailey Sarah,Kryminał,,,Karakter,,Gdy zapadnie noc 
,,Remigiusz Mróz,Kryminał,,,Filia,,Listy zza grobu / Głosy z zaświatów 
,,Max Czornyj,Kryminał,,,Filia,,Ślepiec / Grób 
,,Romański Marek,Kryminał,,,Ciekawe Miejsca,,Serca szpiegów 
,,Romański Marek,Kryminał,,,Ciekawe Miejsca,,Życie i śmierć Axela Branda 
,,Bachrach Daniel,Kryminał,,,Ciekawe Miejsca,,Strzał w nocy 
,,Godek Piotr,Kryminał,,,Ciekawe Miejsca,,Tajemnica białej willi 
,,Różański Zenon,Kryminał,,,Ciekawe Miejsca,,Pokój nr 23 
,,Anna Kłodzińska,Kryminał,,,Ciekawe Miejsca,,Zdrajca 
,,Anna Kłodzińska,Kryminał,,,Ciekawe Miejsca,,Nietoperze 
35,"39,90",Aleksandra Marinina,Kryminał,"31,90",,Czwarta Strona,,Harmonia zbrodni 
28,"36,99",Aleksander Sowa,Kryminał,"26,99",,Wydawnictwo Lira,,Czas Wagi 
,,Cuculescu I.,Kryminał,,,Ciekawe Miejsca,,Trucizna działa 
,,Gaboriau Emile,Kryminał,,,Ciekawe Miejsca,,Pan Lecoq 
,,Romański Marek,Kryminał,,,Ciekawe Miejsca,,Małżeństwo Neili Forster 
,,Romański Marek,Kryminał,,,Ciekawe Miejsca,,Szpieg z Falklandów 
,,Anna Kłodzińska,Kryminał,,,Ciekawe Miejsca,,Malwina przegrała milion 
,,Anna Kłodzińska,Kryminał,,,Ciekawe Miejsca,,W pogardzie prawa 
119,"39,90",Emilia Wituszyńska,Kryminał,"29,90","39,90",Wydawnictwo Kobiece,"4,4",Układ idealny 
,,Gryglik Marcin,Kryminał,,,Zysk i S-ka,,Irma 
,,Anna Kłodzińska,Kryminał,,,Ciekawe Miejsca,,Grzęzawisko 
,,Bartoś Jolanta,Kryminał,,,Białe Pióro,,Stalker 
,,"Kyrcz jr., Kazimierz",Kryminał,,,HarperCollins Polska,,Chłopcy których kochano za mocno 
